genome_id,resistant_phenotype
"1773.34617","Susceptible"
"1773.42449","Susceptible"
"1773.4215","Susceptible"
"1773.37822","Susceptible"
"1773.41609","Susceptible"
"1448837.3","Susceptible"
"1773.31731","Susceptible"
"1427298.3","Resistant"
"1733.6264","Susceptible"
"1733.1216","Susceptible"
"1733.3613","Susceptible"
"1773.38017","Resistant"
"1733.3012","Susceptible"
"1733.5429","Susceptible"
"1400938.3",
"1733.7545","Resistant"
"1733.3754","Susceptible"
"1773.35968","Resistant"
"1773.2720","Resistant"
"1773.41399","Susceptible"
"1733.9842","Susceptible"
"1773.31902","Resistant"
"1773.35881","Resistant"
"1773.39509","Susceptible"
"1773.19529","Susceptible"
"1773.21213","Susceptible"
"1733.6333","Susceptible"
"1773.28006","Susceptible"
"1733.3510","Susceptible"
"1773.41414","Resistant"
"1773.33422","Resistant"
"1733.8902","Resistant"
"1733.1288","Resistant"
"1773.20556","Susceptible"
"1733.7871","Susceptible"
"1773.37392","Susceptible"
"1733.1785","Susceptible"
"1733.4339","Susceptible"
"1773.19404","Susceptible"
"1773.19415","Susceptible"
"1773.13661","Susceptible"
"1733.8260","Susceptible"
"1733.3837","Susceptible"
"1773.4351","Susceptible"
"1773.21478","Resistant"
"1773.43187","Resistant"
"1773.13134","Susceptible"
"1733.8955","Resistant"
"1773.23411","Susceptible"
"1733.5527","Susceptible"
"1773.14757","Susceptible"
"1733.5894","Susceptible"
"1773.28252","Susceptible"
"1773.42500","Susceptible"
"1733.4159","Susceptible"
"1773.38874","Resistant"
"1773.41648","Resistant"
"1733.1767","Susceptible"
"1773.4823","Susceptible"
"1427292.3","Susceptible"
"1773.38374","Susceptible"
"1773.35591","Susceptible"
"1773.3611","Susceptible"
"1773.30434","Resistant"
"1773.20132","Susceptible"
"1733.2253","Resistant"
"1773.15657","Susceptible"
"1773.41340","Resistant"
"1733.1990","Susceptible"
"1733.10958","Susceptible"
"1733.6550","Susceptible"
"1733.460","Susceptible"
"1733.3463","Susceptible"
"1773.28087","Susceptible"
"1773.4992","Susceptible"
"1773.10720","Resistant"
"1773.19870","Susceptible"
"1733.7623","Resistant"
"1733.7267","Resistant"
"1773.42261","Resistant"
"1773.27474","Susceptible"
"1773.38356","Resistant"
"1773.20529","Susceptible"
"1773.15336","Susceptible"
"1773.21317","Resistant"
"1773.33877","Susceptible"
"1733.4925","Susceptible"
"1773.16087","Susceptible"
"1733.9104","Susceptible"
"1773.38164","Resistant"
"1773.15343","Susceptible"
"1773.31127","Susceptible"
"1773.5670","Susceptible"
"1733.9019","Resistant"
"1733.4030","Susceptible"
"1448509.3","Resistant"
"1733.1544","Resistant"
"1773.19096","Susceptible"
"1773.33283","Resistant"
"1773.31308","Susceptible"
"1773.17877","Resistant"
"1422109.3","Resistant"
"1773.33758","Susceptible"
"1773.4020","Resistant"
"1773.32357","Susceptible"
"1773.40902","Susceptible"
"1773.35927","Susceptible"
"1773.26815","Resistant"
"1421965.3","Resistant"
"1773.13615","Susceptible"
"1773.33858","Resistant"
"1733.6893","Resistant"
"1773.1423","Resistant"
"1733.1581","Resistant"
"1773.19645","Susceptible"
"1733.4280","Susceptible"
"1733.1478","Susceptible"
"1733.2683","Resistant"
"1733.189","Resistant"
"1733.5068","Susceptible"
"1773.8262","Susceptible"
"1773.31522","Resistant"
"1773.39978","Susceptible"
"1733.10561","Susceptible"
"1733.4041","Susceptible"
"1733.1537","Resistant"
"1733.975","Susceptible"
"1733.4674","Susceptible"
"1733.7669","Resistant"
"1733.7934","Susceptible"
"1733.6308","Susceptible"
"1773.5844","Susceptible"
"1773.34068","Susceptible"
"1733.960","Resistant"
"1773.4533","Susceptible"
"1397925.3","Resistant"
"1773.36495","Susceptible"
"1773.38270","Resistant"
"1773.28544","Susceptible"
"1733.8829","Resistant"
"1733.1210","Resistant"
"1773.15982","Resistant"
"1733.9040","Resistant"
"1733.2082","Susceptible"
"1733.3057","Resistant"
"1733.1266","Susceptible"
"1733.6938","Resistant"
"1733.6507","Susceptible"
"1773.18615","Resistant"
"1773.39148","Susceptible"
"1773.15567","Susceptible"
"1733.9196","Susceptible"
"1773.19813","Susceptible"
"1773.23628","Susceptible"
"1773.39246","Resistant"
"1773.43347","Susceptible"
"1773.1681","Resistant"
"1773.10691","Resistant"
"1733.4654","Susceptible"
"1773.13776","Susceptible"
"1733.3091","Resistant"
"1773.29867","Resistant"
"1773.14122","Susceptible"
"1773.38230","Resistant"
"1733.6451","Susceptible"
"1773.43036","Susceptible"
"1733.4332","Susceptible"
"1773.36964","Susceptible"
"1733.8155","Susceptible"
"1773.2997","Susceptible"
"1773.15379","Susceptible"
"1773.19936","Susceptible"
"1773.4699","Susceptible"
"1295782.3","Resistant"
"1733.3122","Susceptible"
"1773.31195","Susceptible"
"1773.3685","Susceptible"
"1773.19960","Susceptible"
"1773.40811","Resistant"
"1773.33296","Susceptible"
"1773.41161","Resistant"
"1733.10638","Resistant"
"1773.4048","Resistant"
"1773.4201","Resistant"
"1773.21514","Resistant"
"1733.3687","Susceptible"
"1773.38380","Susceptible"
"1421929.3","Resistant"
"1773.41368","Resistant"
"1733.1411","Resistant"
"1733.1859","Susceptible"
"1773.40674","Susceptible"
"1733.9135","Susceptible"
"1773.18565","Resistant"
"1773.21415","Susceptible"
"1773.37200","Susceptible"
"1733.6182","Susceptible"
"1773.14195","Resistant"
"1733.4380","Susceptible"
"1733.8445","Resistant"
"1773.38700","Susceptible"
"1773.42594","Resistant"
"1773.29436","Resistant"
"1733.4577","Susceptible"
"1773.4875","Susceptible"
"1773.14180","Susceptible"
"1773.1716","Susceptible"
"1733.1490","Susceptible"
"1733.8802","Resistant"
"1733.4839","Susceptible"
"1773.33383","Susceptible"
"1733.6758","Susceptible"
"1733.102","Resistant"
"1773.36379","Susceptible"
"1733.1214","Resistant"
"1773.42241","Susceptible"
"1733.7266","Resistant"
"1733.3764","Susceptible"
"1773.33317","Susceptible"
"1773.35260","Susceptible"
"1773.19844","Susceptible"
"1773.4653","Susceptible"
"1773.20528","Susceptible"
"1773.18319","Resistant"
"1773.37488","Resistant"
"1773.951","Susceptible"
"1773.3553","Susceptible"
"1733.9962","Resistant"
"1773.14652","Susceptible"
"1773.37988","Susceptible"
"1733.2823","Resistant"
"1773.5824","Susceptible"
"1773.15993","Susceptible"
"1773.43480","Susceptible"
"1773.36614","Susceptible"
"1733.5075","Susceptible"
"1773.18604","Susceptible"
"1295801.3","Resistant"
"1324256.3","Resistant"
"1773.15064","Susceptible"
"1733.6737","Susceptible"
"1773.18839","Susceptible"
"1773.41919","Resistant"
"1733.1010","Resistant"
"1733.6067","Susceptible"
"1773.14164","Susceptible"
"1773.16103","Resistant"
"1773.32257","Resistant"
"1773.19161","Susceptible"
"1773.42198","Resistant"
"1773.41516","Resistant"
"1773.32433","Susceptible"
"1773.13419","Susceptible"
"1295759.3","Resistant"
"1733.1178","Susceptible"
"1773.4331","Susceptible"
"1773.33178","Resistant"
"1773.41284","Susceptible"
"1773.1333","Resistant"
"1733.1040","Susceptible"
"1400941.3",
"1773.41988","Susceptible"
"1733.10950","Susceptible"
"1773.20324","Susceptible"
"1773.40042","Resistant"
"1733.2535","Resistant"
"1733.4612","Susceptible"
"1773.42085","Resistant"
"1773.5659","Susceptible"
"1773.36104","Resistant"
"1773.8398","Resistant"
"1733.8078","Susceptible"
"1733.2242","Resistant"
"1733.969","Resistant"
"1733.3963","Susceptible"
"1733.3123","Susceptible"
"1773.32889","Susceptible"
"1773.20011","Susceptible"
"1733.6148","Susceptible"
"1400918.3","Resistant"
"1773.14738","Susceptible"
"1773.21281","Resistant"
"1773.29460","Resistant"
"1773.41688","Resistant"
"1773.42546","Resistant"
"1733.10736","Susceptible"
"1773.17159","Susceptible"
"1773.44724","Resistant"
"1773.33511","Resistant"
"1773.36675","Susceptible"
"1773.20201","Susceptible"
"1773.20969","Resistant"
"1773.19729","Susceptible"
"1733.3022","Susceptible"
"1773.15614","Susceptible"
"1773.21692","Susceptible"
"1773.26102","Resistant"
"1733.7315","Resistant"
"1733.1823","Susceptible"
"1773.32780","Resistant"
"1773.15335","Susceptible"
"1773.2586","Susceptible"
"1773.36686","Susceptible"
"1773.35132","Resistant"
"1773.35809","Resistant"
"1773.41884","Susceptible"
"1773.15495","Susceptible"
"1733.4399","Susceptible"
"1773.41524","Susceptible"
"1773.18787","Susceptible"
"1773.18628","Resistant"
"1773.18933","Susceptible"
"1773.41296","Resistant"
"1773.17683","Susceptible"
"1773.37219","Susceptible"
"1733.10443","Susceptible"
"1733.2439","Resistant"
"1733.11269","Susceptible"
"1773.5432","Susceptible"
"1733.10392","Resistant"
"1773.38456","Susceptible"
"1773.15882","Susceptible"
"1733.4530","Susceptible"
"1773.4657","Resistant"
"1733.9083","Resistant"
"1773.21680","Susceptible"
"1773.19345","Susceptible"
"1733.6544","Resistant"
"1733.2227","Resistant"
"1773.13925","Susceptible"
"1448601.3","Susceptible"
"1733.3337","Susceptible"
"1733.5899","Susceptible"
"1773.2666","Susceptible"
"1733.5038","Susceptible"
"1773.30660","Susceptible"
"1733.5539","Susceptible"
"1773.29368","Resistant"
"1773.1470","Resistant"
"1773.2922","Susceptible"
"1733.2253","Resistant"
"1733.7215","Resistant"
"1733.2187","Susceptible"
"1773.2801","Resistant"
"1773.41421","Susceptible"
"1773.19461","Susceptible"
"1773.29504","Resistant"
"1773.3808","Susceptible"
"1773.20053","Susceptible"
"1733.5214","Susceptible"
"1733.8136","Resistant"
"1773.39336","Susceptible"
"1773.21535","Resistant"
"1773.3437","Resistant"
"1773.39802","Susceptible"
"1733.10383","Susceptible"
"1773.39077","Susceptible"
"1773.40216","Susceptible"
"1773.38364","Susceptible"
"1773.42017","Resistant"
"1773.34190","Susceptible"
"1733.6400","Susceptible"
"1773.42720","Resistant"
"1773.27224","Susceptible"
"1773.17610","Susceptible"
"1773.27227","Susceptible"
"1773.33103","Susceptible"
"1773.42055","Resistant"
"1773.4019","Resistant"
"1773.41523","Susceptible"
"1773.39981","Susceptible"
"1773.15842","Resistant"
"1733.2466","Susceptible"
"1295802.3","Susceptible"
"1773.30574","Susceptible"
"1773.32180","Resistant"
"1773.42721","Resistant"
"1773.3248","Susceptible"
"1773.39949","Susceptible"
"1733.1729","Susceptible"
"1773.40717","Susceptible"
"1397938.3","Susceptible"
"1408934.4","Resistant"
"1733.9844","Susceptible"
"1773.31440","Susceptible"
"1773.14812","Susceptible"
"1773.41769","Resistant"
"1773.29425","Resistant"
"1733.8845","Resistant"
"1733.6347","Resistant"
"1773.19954","Susceptible"
"1733.6083","Susceptible"
"1773.20253","Susceptible"
"1324227.3","Resistant"
"1773.38053","Resistant"
"1733.2905","Resistant"
"1733.8516","Resistant"
"1733.10577","Susceptible"
"1773.20941","Susceptible"
"1773.13319","Susceptible"
"1733.903","Resistant"
"1733.8469","Resistant"
"1773.34870","Susceptible"
"1448427.3","Susceptible"
"1773.4919","Susceptible"
"1773.26946","Resistant"
"1773.42535","Resistant"
"1773.29752","Susceptible"
"1773.29580","Resistant"
"1773.37192","Susceptible"
"1733.9075","Resistant"
"1773.3228","Susceptible"
"1773.19216","Susceptible"
"1733.5093","Susceptible"
"1733.7900","Susceptible"
"1733.4188","Susceptible"
"1773.8342","Susceptible"
"1773.29556","Resistant"
"1773.20909","Susceptible"
"1733.3186","Susceptible"
"1773.41843","Resistant"
"1773.32966","Susceptible"
"1773.32221","Resistant"
"1733.3214","Susceptible"
"1773.21691","Susceptible"
"1773.33989","Susceptible"
"1733.9198","Susceptible"
"1773.31493","Susceptible"
"1773.38541","Susceptible"
"1773.41745","Resistant"
"1773.18960","Susceptible"
"1773.36227","Resistant"
"1733.4433","Susceptible"
"1773.18822","Susceptible"
"1733.2235","Resistant"
"1773.32878","Susceptible"
"1773.10837","Resistant"
"1773.4336","Susceptible"
"1733.9891","Resistant"
"1773.31556","Resistant"
"1733.6081","Susceptible"
"1773.43378","Susceptible"
"1773.18642","Susceptible"
"1773.5376","Susceptible"
"1733.2797","Resistant"
"1733.6030","Susceptible"
"1733.3206","Susceptible"
"1733.5518","Susceptible"
"1773.20819","Susceptible"
"1773.31317","Susceptible"
"1773.19557","Susceptible"
"1733.11105","Susceptible"
"1773.5928","Susceptible"
"1773.36640","Susceptible"
"1773.29101","Susceptible"
"1773.35739","Resistant"
"1733.9204","Susceptible"
"1733.6184","Susceptible"
"1773.19549","Susceptible"
"1733.1988","Susceptible"
"1773.38559","Susceptible"
"1773.36918","Susceptible"
"1733.2575","Resistant"
"1733.8182","Susceptible"
"1773.37696","Resistant"
"1773.29199","Resistant"
"1773.38404","Susceptible"
"1733.3609","Susceptible"
"1773.41061","Resistant"
"1773.15454","Susceptible"
"1773.4386","Susceptible"
"1773.20821","Susceptible"
"1733.2539","Susceptible"
"1773.33438","Resistant"
"1773.31449","Resistant"
"78331.98","Susceptible"
"1733.4166","Susceptible"
"1733.4107","Susceptible"
"1773.8241","Susceptible"
"1733.2247","Resistant"
"1733.6216","Susceptible"
"1773.42570","Susceptible"
"1773.28491","Susceptible"
"1773.39294","Resistant"
"1733.7601","Resistant"
"1773.35934","Susceptible"
"1773.36095","Resistant"
"1773.35266","Susceptible"
"1733.4894","Resistant"
"1773.19169","Susceptible"
"1773.27578","Susceptible"
"1773.37762","Resistant"
"1773.31165","Susceptible"
"1733.3199","Susceptible"
"1773.1942","Susceptible"
"1773.5914","Susceptible"
"1733.4072","Susceptible"
"1773.39136","Susceptible"
"1773.18978","Susceptible"
"1733.6742","Susceptible"
"1733.4067","Resistant"
"1733.6372","Susceptible"
"1773.43699","Resistant"
"1733.9440","Susceptible"
"1733.8550","Resistant"
"1733.1891","Susceptible"
"1733.3841","Resistant"
"1773.42150","Resistant"
"1733.7482","Resistant"
"1733.3871","Susceptible"
"1773.20982","Susceptible"
"1773.42418","Susceptible"
"1733.2505","Susceptible"
"1733.1006","Resistant"
"1733.295","Resistant"
"1773.38383","Susceptible"
"1733.6460","Susceptible"
"1773.35517","Susceptible"
"1733.7835","Susceptible"
"1733.1244","Resistant"
"1773.40998","Resistant"
"1773.29374","Resistant"
"1773.15485","Resistant"
"1733.1067","Resistant"
"1733.3531","Susceptible"
"1773.271","Resistant"
"1773.36014","Resistant"
"1773.37923","Resistant"
"1733.6502","Susceptible"
"1773.38652","Susceptible"
"1773.36136","Susceptible"
"1773.4943","Susceptible"
"1773.23707","Resistant"
"1733.2150","Susceptible"
"1733.5044","Susceptible"
"1773.40914","Susceptible"
"1773.40168","Susceptible"
"1773.41524","Resistant"
"1408952.4",
"1773.31085","Susceptible"
"1733.471","Resistant"
"1773.17352","Susceptible"
"1733.4421","Susceptible"
"1773.15479","Susceptible"
"1733.2243","Resistant"
"1773.29429","Resistant"
"1733.11076","Susceptible"
"1773.32310","Resistant"
"1773.20051","Susceptible"
"1773.28214","Susceptible"
"1733.3003","Susceptible"
"1773.18161","Resistant"
"1773.16273","Susceptible"
"1773.13946","Susceptible"
"1773.40304","Susceptible"
"1773.18253","Resistant"
"1733.9704","Susceptible"
"1733.1076","Resistant"
"1733.9986","Susceptible"
"1733.11186","Susceptible"
"1733.1156","Resistant"
"1773.31620","Resistant"
"1733.8347","Susceptible"
"1733.4033","Susceptible"
"1733.3526","Susceptible"
"1733.1861","Susceptible"
"1773.40268","Susceptible"
"1773.32202","Resistant"
"1773.31730","Resistant"
"1733.6476","Susceptible"
"1733.6586","Susceptible"
"1773.32831","Resistant"
"1773.13073","Susceptible"
"1773.14891","Susceptible"
"1773.331","Resistant"
"1773.41185","Susceptible"
"1773.19481","Susceptible"
"1773.5601","Susceptible"
"1733.721","Resistant"
"1773.20232","Susceptible"
"1773.38060","Susceptible"
"1733.8842","Resistant"
"1733.5188","Susceptible"
"1773.32983","Susceptible"
"1773.14241","Susceptible"
"1773.29451","Resistant"
"1733.9250","Susceptible"
"1773.32658","Resistant"
"1773.5621","Susceptible"
"1733.8698","Resistant"
"1733.5814","Resistant"
"1733.9129","Susceptible"
"1733.457","Susceptible"
"1773.38732","Resistant"
"1773.34063","Susceptible"
"1773.27735","Susceptible"
"1765.427","Susceptible"
"1733.7530","Susceptible"
"1733.1023","Susceptible"
"1773.23417","Susceptible"
"1773.3449","Susceptible"
"1773.13330","Susceptible"
"1773.3283","Susceptible"
"1733.8051","Susceptible"
"1773.2509","Susceptible"
"1773.8022",
"1733.9987","Susceptible"
"1733.435","Susceptible"
"1422019.3","Resistant"
"1733.5973","Susceptible"
"1773.37412","Susceptible"
"1773.1914","Resistant"
"1773.42501","Resistant"
"1773.3681","Susceptible"
"1773.20442","Resistant"
"1733.2121","Susceptible"
"1773.42600","Resistant"
"1733.9539","Susceptible"
"1773.17598","Resistant"
"1773.40728","Resistant"
"1400875.3","Resistant"
"1733.1122","Resistant"
"1773.14013","Susceptible"
"1773.28148","Susceptible"
"1773.40551","Susceptible"
"1773.15711","Susceptible"
"1773.15251","Susceptible"
"1773.29458","Resistant"
"1773.29351","Susceptible"
"1733.10852","Susceptible"
"1773.23409","Resistant"
"1773.42225","Resistant"
"1773.4282","Susceptible"
"1733.7828","Susceptible"
"1773.18282","Resistant"
"1733.5205","Susceptible"
"1773.19987","Susceptible"
"1773.38711","Resistant"
"1773.37312","Susceptible"
"1733.1946","Susceptible"
"1773.38036","Resistant"
"1773.35472","Susceptible"
"1773.17307","Susceptible"
"1773.32292","Susceptible"
"1773.2939","Susceptible"
"1773.20250","Susceptible"
"1773.40578","Susceptible"
"1773.5656","Susceptible"
"1773.15778","Susceptible"
"1773.37328","Susceptible"
"1773.5440","Susceptible"
"1773.20553","Susceptible"
"1733.4207","Susceptible"
"1773.32260","Resistant"
"1733.2909","Resistant"
"1773.39288","Resistant"
"1733.5893","Susceptible"
"1773.41858","Resistant"
"1733.2831","Resistant"
"1773.14215","Susceptible"
"1773.33483","Resistant"
"1773.1717","Resistant"
"1733.2497","Resistant"
"1733.9028","Resistant"
"1773.4084","Susceptible"
"1733.7194","Resistant"
"1773.39220","Susceptible"
"1773.33710","Susceptible"
"1733.963","Susceptible"
"1773.18655","Susceptible"
"1773.40980","Susceptible"
"1733.136","Susceptible"
"1773.15581","Resistant"
"1773.14259","Susceptible"
"1733.1121","Resistant"
"1773.17257","Susceptible"
"1773.29533","Resistant"
"1773.28295","Susceptible"
"1733.8427","Resistant"
"1773.34056","Susceptible"
"1773.35722","Susceptible"
"1733.869","Susceptible"
"1773.19780","Susceptible"
"1733.7971","Susceptible"
"1733.3445","Resistant"
"1773.16328","Susceptible"
"1773.41840","Resistant"
"1773.1774","Susceptible"
"1733.4323","Resistant"
"1773.9517","Resistant"
"1773.43784","Susceptible"
"1773.15121","Resistant"
"1773.32350","Susceptible"
"1773.31816","Resistant"
"1421968.3","Resistant"
"1733.6964","Susceptible"
"1773.39838","Susceptible"
"1773.36590","Susceptible"
"1773.41156","Resistant"
"1773.18756","Susceptible"
"1733.6121","Resistant"
"1773.33191","Resistant"
"1773.40842","Resistant"
"1773.40636","Resistant"
"1773.33442","Resistant"
"1733.161","Susceptible"
"1773.39930","Resistant"
"1733.11270","Susceptible"
"1733.10534","Susceptible"
"1295727.3","Resistant"
"1733.5279","Resistant"
"1773.27779","Susceptible"
"1423458.3","Resistant"
"1733.5601","Resistant"
"1773.21582","Susceptible"
"1773.29270","Resistant"
"1773.41563","Susceptible"
"1733.11092","Susceptible"
"1773.15873","Susceptible"
"1773.42502","Susceptible"
"1773.29447","Resistant"
"1773.41618","Resistant"
"1733.10784","Susceptible"
"1733.5210","Susceptible"
"1773.4230","Susceptible"
"1773.43605","Susceptible"
"1773.15113","Susceptible"
"1733.728","Resistant"
"1773.1372","Resistant"
"1773.13547","Susceptible"
"1773.18676","Resistant"
"1773.34326","Susceptible"
"1773.21498","Resistant"
"1773.17919","Susceptible"
"1773.21341","Resistant"
"1733.10955","Susceptible"
"1733.4949","Susceptible"
"1773.19485","Resistant"
"1733.11201","Susceptible"
"1733.9860","Resistant"
"1773.39167","Susceptible"
"1733.8960","Resistant"
"1773.34265","Susceptible"
"1773.31779","Susceptible"
"1773.29610","Resistant"
"1733.459","Susceptible"
"1733.2020","Susceptible"
"1773.3160","Susceptible"
"1733.10469","Susceptible"
"1733.3816","Susceptible"
"1773.19035","Susceptible"
"1773.34918","Susceptible"
"1773.42267","Susceptible"
"1733.1983","Susceptible"
"1733.9430","Susceptible"
"1773.366","Resistant"
"1733.5668","Susceptible"
"1773.36219","Resistant"
"1773.14335","Susceptible"
"1733.8939","Susceptible"
"1773.41510","Resistant"
"1773.41973","Susceptible"
"1773.38697","Resistant"
"1733.6077","Susceptible"
"1773.21226","Susceptible"
"1773.44792","Susceptible"
"1733.9683","Susceptible"
"1773.18782","Resistant"
"1773.26892","Resistant"
"1773.42373","Resistant"
"1773.40031","Susceptible"
"1438848.3","Resistant"
"1773.3181","Susceptible"
"1455270.3","Resistant"
"1773.29438","Resistant"
"1733.1531","Resistant"
"1773.43769","Susceptible"
"1773.15968","Susceptible"
"1422091.3","Resistant"
"1773.41045","Resistant"
"1773.41821","Resistant"
"1773.29413","Resistant"
"1773.33828","Resistant"
"1773.5596","Susceptible"
"1773.5884","Susceptible"
"1773.15556","Susceptible"
"1773.37463","Resistant"
"1773.33533","Susceptible"
"1733.5730","Susceptible"
"1773.28296","Susceptible"
"1733.1893","Susceptible"
"1733.1140","Resistant"
"1733.10435","Resistant"
"1733.8635","Susceptible"
"1733.2435","Resistant"
"1773.38447","Susceptible"
"1438877.3",
"1773.17482","Susceptible"
"1773.33916","Susceptible"
"1733.2814","Resistant"
"1773.41309","Susceptible"
"1773.5028","Susceptible"
"1773.38838","Resistant"
"1733.10118","Susceptible"
"1733.7581","Resistant"
"1773.40756","Resistant"
"1773.29568","Resistant"
"1448544.3","Resistant"
"1773.41374","Susceptible"
"1733.2284","Resistant"
"1733.10802","Susceptible"
"1773.34891","Susceptible"
"1733.4274","Susceptible"
"1765.428","Susceptible"
"1773.29322","Resistant"
"1773.33902","Resistant"
"1773.43802","Susceptible"
"1773.28325","Susceptible"
"1773.21265","Resistant"
"1773.18298","Resistant"
"1733.9578","Susceptible"
"1773.14927","Susceptible"
"1733.10905","Susceptible"
"1733.3009","Susceptible"
"1733.1844","Susceptible"
"1773.36118","Susceptible"
"1773.15238","Susceptible"
"1773.23664","Resistant"
"1733.4683","Susceptible"
"1733.6911","Susceptible"
"1773.32093","Resistant"
"1448833.3","Resistant"
"1733.8439","Resistant"
"1773.37129","Susceptible"
"1773.31615","Resistant"
"1773.5361","Susceptible"
"1733.3010","Resistant"
"1773.5003","Susceptible"
"1773.20963","Susceptible"
"1733.9696","Susceptible"
"1733.2026","Susceptible"
"1773.39345","Susceptible"
"1733.9057","Resistant"
"1773.26762","Resistant"
"1733.7715","Resistant"
"1773.19127","Susceptible"
"1773.8034",
"1773.13266","Susceptible"
"1733.4560","Susceptible"
"1773.14783","Susceptible"
"1733.3458","Susceptible"
"1733.8640","Susceptible"
"1773.17368","Susceptible"
"1773.29006","Susceptible"
"1773.39384","Susceptible"
"1427204.3","Resistant"
"1773.18539","Resistant"
"1733.3679","Susceptible"
"1773.20072","Susceptible"
"1773.41504","Resistant"
"1773.19090","Susceptible"
"1773.41651","Susceptible"
"1773.13348","Susceptible"
"1773.31833","Susceptible"
"1733.8269","Resistant"
"1733.1235","Susceptible"
"1773.5821","Susceptible"
"1773.14667","Susceptible"
"1733.6929","Susceptible"
"1733.6319","Resistant"
"1773.20087","Susceptible"
"1733.2888","Resistant"
"1773.4985","Susceptible"
"1773.5080","Susceptible"
"1773.20995","Susceptible"
"1773.20586","Resistant"
"1733.10102","Susceptible"
"1733.2925","Resistant"
"1773.4845","Susceptible"
"1733.4141","Susceptible"
"1733.75","Susceptible"
"1773.36704","Susceptible"
"1733.2701","Resistant"
"1773.39334","Susceptible"
"1773.4104","Resistant"
"1733.7857","Resistant"
"1773.35336","Susceptible"
"1733.5085","Susceptible"
"1773.5729","Susceptible"
"1773.15513","Susceptible"
"1773.19134","Susceptible"
"1773.13196","Susceptible"
"1733.4224","Susceptible"
"1773.2822","Susceptible"
"1765.958","Susceptible"
"1773.41320","Resistant"
"1773.1238","Resistant"
"1773.4572","Susceptible"
"1773.40858","Susceptible"
"1773.8065",
"1733.3394","Susceptible"
"1773.27897","Susceptible"
"1733.2437","Susceptible"
"1733.4928","Susceptible"
"1733.7268","Susceptible"
"1733.8394","Resistant"
"1733.4530","Susceptible"
"1733.3469","Susceptible"
"1733.3483","Susceptible"
"1733.1318","Resistant"
"1773.18653","Susceptible"
"1773.41478","Susceptible"
"1773.18682","Resistant"
"1773.10562","Resistant"
"1733.678","Resistant"
"1773.32998","Susceptible"
"1773.42090","Susceptible"
"1733.19","Susceptible"
"1733.10066","Susceptible"
"1773.39488","Resistant"
"1397868.3","Resistant"
"1733.8815","Resistant"
"1773.4895","Susceptible"
"1773.36053","Resistant"
"1733.9687","Susceptible"
"1733.5816","Susceptible"
"1733.6896","Susceptible"
"1733.3958","Susceptible"
"1773.40694","Susceptible"
"1733.1745","Susceptible"
"1773.9548","Susceptible"
"1773.36206","Resistant"
"1773.38762","Resistant"
"1773.19016","Susceptible"
"1773.13617","Susceptible"
"1773.36197","Resistant"
"1773.3475","Susceptible"
"1773.19400","Susceptible"
"1733.6296","Resistant"
"1773.23649","Resistant"
"1733.2082","Susceptible"
"1733.623","Resistant"
"1773.15653","Resistant"
"1773.29601","Resistant"
"1733.9746","Susceptible"
"1773.23620","Resistant"
"1733.3350","Susceptible"
"1733.7640","Resistant"
"1773.31614","Resistant"
"1733.8653","Susceptible"
"1733.3495","Resistant"
"1733.3161","Susceptible"
"1773.15477","Susceptible"
"1773.40574","Resistant"
"1733.8436","Susceptible"
"1773.3218","Resistant"
"1773.18711","Susceptible"
"1733.10513","Resistant"
"1448506.3","Resistant"
"1773.36031","Resistant"
"1773.18345","Resistant"
"1773.41698","Susceptible"
"1733.5133","Susceptible"
"1773.32259","Resistant"
"1733.8329","Susceptible"
"1773.38570","Susceptible"
"1773.16282","Susceptible"
"1773.19161","Susceptible"
"1773.14925","Susceptible"
"1733.7194","Resistant"
"1773.42185","Resistant"
"1773.15636","Susceptible"
"1733.6105","Susceptible"
"1773.22839","Susceptible"
"1733.7789","Resistant"
"1773.35875","Resistant"
"1733.1467","Susceptible"
"1733.2133","Susceptible"
"1773.5259","Susceptible"
"1773.43535","Resistant"
"1773.14610","Susceptible"
"1733.10239","Susceptible"
"1773.5692","Susceptible"
"1773.29745","Susceptible"
"1733.2232","Susceptible"
"1773.38047","Susceptible"
"1773.37637","Susceptible"
"1773.21383","Resistant"
"1773.34637","Resistant"
"1733.9183","Susceptible"
"1773.13345","Susceptible"
"1773.40867","Resistant"
"1733.4574","Susceptible"
"1733.5985","Susceptible"
"1773.19017","Susceptible"
"1773.31820","Susceptible"
"1773.18966","Susceptible"
"1733.10043","Susceptible"
"1773.16348","Susceptible"
"1733.1167","Resistant"
"1773.3044","Resistant"
"1733.6647","Susceptible"
"1773.15068","Susceptible"
"1773.4873","Susceptible"
"1773.42798","Resistant"
"1733.5460","Susceptible"
"1733.8427","Resistant"
"1733.1171","Susceptible"
"1733.3229","Susceptible"
"1773.19562","Susceptible"
"1773.42087","Resistant"
"1733.6290","Resistant"
"1773.21229","Resistant"
"1773.42879","Susceptible"
"1773.13503","Susceptible"
"1773.20498","Resistant"
"1773.18434","Resistant"
"1733.8023","Susceptible"
"1773.19698","Susceptible"
"1773.32937","Resistant"
"1733.1273","Resistant"
"1733.4609","Susceptible"
"1773.20613","Susceptible"
"1773.30577","Susceptible"
"1733.10862","Susceptible"
"1733.6769","Susceptible"
"1773.14489","Susceptible"
"1733.8777","Resistant"
"1773.15839","Resistant"
"1773.39621","Susceptible"
